Drug ID,Target ID,ChEMBL,DrugBank,KEGG,KEGGhsa,SuperTarget,Checked
D00495,hsa8912,C,,,,,T
D00504,hsa6326,C,,,,,T
D00504,hsa6336,C,,,,,T
D00504,hsa6335,C,,,,,T
D00504,hsa6334,C,,,,,T
D00504,hsa11280,C,,,,,T
D00504,hsa6332,C,,,,,T
D00504,hsa6331,C,,,,,T
D00504,hsa6328,C,,,,,T
D00504,hsa6329,C,,,,,T
D00512,hsa6335,C,,K,K,,T
D00512,hsa6334,C,,K,K,,T
D00512,hsa11280,C,,K,K,,T
D00512,hsa6326,C,,K,K,S,T
D00512,hsa6323,C,D,K,K,S,T
D00533,hsa6326,C,,K,K,,T
D00533,hsa6336,C,,K,K,,T
D00533,hsa6335,C,,K,K,,T
D00533,hsa6334,C,,K,K,,T
D00533,hsa11280,C,,K,K,,T
D00533,hsa6332,C,,,,,T
D00533,hsa6323,C,,K,K,,T
D00533,hsa6328,C,,K,K,,T
D00533,hsa6329,C,,K,K,,T
D00536,hsa2902,C,,K,K,,T
D00536,hsa2903,C,D,K,K,S,T
D00536,hsa2904,C,D,K,K,S,T
D00536,hsa2905,C,,K,K,,T
D00536,hsa2906,C,,K,K,,T
D00536,hsa116444,C,,K,K,,T
D00537,hsa2566,C,D,K,K,,T
D00537,hsa2561,C,D,K,K,,T
D00537,hsa2557,C,D,K,K,,T
D00537,hsa2556,C,D,K,K,,T
D00537,hsa2555,C,D,K,K,,T
D00537,hsa2899,C,,K,K,,T
D00537,hsa2562,C,D,K,K,,T
D00537,hsa2563,C,D,K,K,,T
D00537,hsa2560,C,D,K,K,,T
D00537,hsa2558,C,D,K,K,,T
D00537,hsa2892,C,,K,K,,T
D00537,hsa2893,C,,K,K,,T
D00537,hsa2890,C,,K,K,S,T
D00537,hsa2891,C,,K,K,,T
D00537,hsa2564,C,D,K,K,,T
D00537,hsa2898,C,,K,K,,T
D00537,hsa6332,C,,,,,T
D00537,hsa6331,C,,K,K,,T
D00537,hsa6329,C,,K,K,,T
D00538,hsa6335,C,D,K,K,,T
D00538,hsa6334,C,,K,K,,T
D00538,hsa11280,C,,K,K,,T
D00538,hsa6326,C,,K,K,,T
D00538,hsa6331,C,D,K,K,,T
D00542,hsa2566,C,D,,,,T
D00542,hsa2561,C,D,,,,T
D00542,hsa54207,C,,,,,T
D00542,hsa2556,C,D,,,,T
D00542,hsa2555,C,D,,,,T
D00542,hsa2743,C,,,,,T
D00542,hsa3776,C,,,,,T
D00542,hsa2563,C,D,,,,T
D00542,hsa2559,C,,,,,T
D00542,hsa2558,C,D,,,,T
D00542,hsa51305,C,,,,,T
D00542,hsa2567,C,,,,,T
D00542,hsa2564,C,,,,,T
D00542,hsa2562,C,D,,,,T
D00542,hsa2557,C,,,,,T
D00542,hsa2560,C,D,,,,T
D00542,hsa55879,C,,,,,T
D00543,hsa2566,C,D,,,,T
D00543,hsa2561,C,D,,,,T
D00543,hsa54207,C,,,,,T
D00543,hsa2556,C,D,,,,T
D00543,hsa2555,C,D,,,,T
D00543,hsa2743,C,D,,,,T
D00543,hsa3776,C,,,,,T
D00543,hsa2563,C,D,,,,T
D00543,hsa2559,C,D,,,,T
D00543,hsa2558,C,D,,,,T
D00543,hsa51305,C,,,,,T
D00543,hsa2567,C,D,,,,T
D00543,hsa2564,C,D,,,,T
D00543,hsa2562,C,D,,,,T
D00543,hsa2557,C,D,,,,T
D00543,hsa2560,C,D,,,,T
D00543,hsa55879,C,D,,,,T
D00544,hsa2558,C,D,,,,T
D00544,hsa2557,C,D,,,,T
D00544,hsa2556,C,D,,,,T
D00544,hsa2555,C,D,,,,T
D00544,hsa2562,C,D,,,,T
D00544,hsa2563,C,D,,,,T
D00544,hsa2560,C,D,,,,T
D00544,hsa2561,C,D,,,,T
D00544,hsa2566,C,D,,,,T
D00544,hsa2567,C,,,,,T
D00544,hsa2564,C,D,,,,T
D00544,hsa2743,C,,,,,T
D00544,hsa2559,C,,,,,T
D00544,hsa55879,C,,,,,T
D00545,hsa51305,C,,,,,T
D00545,hsa54207,C,,,,,T
D00545,hsa3776,C,,,,,T
D00545,hsa2743,C,,,,,T
D00546,hsa2566,C,D,,,,T
D00546,hsa2561,C,D,,,,T
D00546,hsa54207,C,,,,,T
D00546,hsa2556,C,D,,,,T
D00546,hsa2555,C,D,,,,T
D00546,hsa2743,C,,,,,T
D00546,hsa3776,C,,,,,T
D00546,hsa2563,C,D,,,,T
D00546,hsa2559,C,D,,,,T
D00546,hsa2558,C,D,,,,T
D00546,hsa51305,C,,,,,T
D00546,hsa2567,C,D,,,,T
D00546,hsa2564,C,D,,,,T
D00546,hsa2562,C,D,,,,T
D00546,hsa2557,C,D,,,,T
D00546,hsa2560,C,D,,,,T
D00546,hsa55879,C,D,,,,T
D00547,hsa51305,C,,,,,T
D00547,hsa54207,C,,,,,T
D00547,hsa3776,C,,,,,T
D00553,hsa6326,C,,K,K,,T
D00553,hsa6336,C,,K,K,,T
D00553,hsa6335,C,,K,K,,T
D00553,hsa6334,C,,K,K,,T
D00553,hsa11280,C,,K,K,,T
D00553,hsa6332,C,,,,,T
D00553,hsa6323,C,,K,K,,T
D00553,hsa6328,C,,K,K,,T
D00553,hsa6329,C,,K,K,,T
D00593,hsa6833,C,D,K,K,,T
D00593,hsa3767,C,D,,,S,T
D00594,hsa6833,C,D,K,K,S,T
D00594,hsa3767,C,,K,K,S,T
D00616,hsa776,C,,K,K,,T
D00619,hsa778,C,D,K,K,,T
D00619,hsa776,C,,K,K,,T
D00631,hsa781,C,,,,,T
D00631,hsa783,C,,,,,T
D00631,hsa773,C,D,,,,T
D00631,hsa774,C,,,,,T
D00631,hsa775,C,,K,K,,T
D00631,hsa776,C,,K,K,,T
D00631,hsa777,C,,,,,T
D00631,hsa778,C,,K,K,,T
D00631,hsa779,C,,K,K,,T
D00631,hsa786,C,,,,,T
D00631,hsa55799,C,,,,,T
D00631,hsa8911,C,,K,K,,T
D00631,hsa8913,C,,K,K,,T
D00631,hsa782,C,,,,,T
D00631,hsa59284,C,,,,,T
D00631,hsa8912,C,D,K,K,,T
D00631,hsa9254,C,D,,,,T
D00631,hsa785,C,,,,,T
D00631,hsa27092,C,,,,,T
D00631,hsa93589,C,,,,,T
D00631,hsa784,C,,,,,T
D00636,hsa3757,C,D,K,K,S,T
D00639,hsa6336,C,,K,K,,T
D00639,hsa11280,C,,K,K,,T
D00639,hsa6332,C,,,,,T
D00640,hsa6336,C,,K,K,,T
D00640,hsa11280,C,,K,K,,T
D00640,hsa6332,C,,,,,T
D00642,hsa6336,C,,K,K,,T
D00642,hsa11280,C,,K,K,,T
D00642,hsa6332,C,,,,,T
D00694,hsa2558,C,D,K,K,,T
D00694,hsa2557,C,D,K,K,,T
D00694,hsa2556,C,D,K,K,,T
D00694,hsa2555,C,D,K,K,,T
D00694,hsa2562,C,D,K,K,,T
D00694,hsa2563,C,D,K,K,,T
D00694,hsa2560,C,D,K,K,,T
D00694,hsa2561,C,D,K,K,,T
D00694,hsa2566,C,D,K,K,,T
D00694,hsa2567,C,D,K,K,,T
D00694,hsa2564,C,D,K,K,,T
D00694,hsa2559,C,D,K,K,,T
D00694,hsa55879,C,D,K,K,,T
D00697,hsa2558,C,D,K,K,,T
D00697,hsa2557,C,D,K,K,,T
D00697,hsa2556,C,D,K,K,,T
D00697,hsa2555,C,D,K,K,,T
D00697,hsa2562,C,D,K,K,,T
D00697,hsa2563,C,D,K,K,,T
D00697,hsa2560,C,D,K,K,,T
D00697,hsa2561,C,D,K,K,,T
D00697,hsa2566,C,D,K,K,,T
D00697,hsa2567,C,D,K,K,,T
D00697,hsa2564,C,D,K,K,,T
D00697,hsa2559,C,D,K,K,,T
D00697,hsa55879,C,D,K,K,,T
D00704,hsa2558,C,D,,,,T
D00704,hsa2557,C,D,,,,T
D00704,hsa2556,C,D,,,,T
D00704,hsa2555,C,D,,,,T
D00704,hsa2562,C,D,,,,T
D00704,hsa2563,C,D,,,,T
D00704,hsa2560,C,D,,,,T
D00704,hsa2561,C,D,,,,T
D00704,hsa2566,C,D,,,,T
D00704,hsa2567,C,D,,,,T
D00704,hsa2564,C,D,,,,T
D00704,hsa2559,C,D,,,,T
D00704,hsa55879,C,D,,,,T
D00708,hsa6326,C,,,,,T
D00708,hsa6336,C,,,,,T
D00708,hsa6335,C,,,,,T
D00708,hsa6334,C,,,,,T
D00708,hsa11280,C,,,,,T
D00708,hsa6332,C,,,,,T
D00708,hsa6323,C,,,,,T
D00708,hsa6328,C,,,,,T
D00708,hsa6329,C,,,,,T
D00709,hsa774,C,D,,,,T
D00732,hsa11280,C,,K,K,,T
D00732,hsa6332,C,,,,,T
D00735,hsa11280,C,,,,,T
D00735,hsa6332,C,,,,,T
D00738,hsa11280,C,,K,K,,T
D00738,hsa6332,C,,,,,T
D00740,hsa11280,C,,K,K,,T
D00740,hsa6332,C,,,,,T
D00741,hsa11280,C,,K,K,,T
D00741,hsa6332,C,,,,,T
D00759,hsa1140,C,,,,,T
D00759,hsa1145,C,,,,,T
D00759,hsa1144,C,,,,,T
D00759,hsa1134,C,,,,,T
D00760,hsa1140,C,,,,,T
D00760,hsa1145,C,,,,,T
D00760,hsa1144,C,,,,,T
D00760,hsa1134,C,,,,,T
D00761,hsa1140,C,,K,K,,T
D00761,hsa1145,C,,K,K,,T
D00761,hsa1144,C,,K,K,,T
D00761,hsa1134,C,,K,K,,T
D00765,hsa1140,C,,,,,T
D00765,hsa1145,C,,,,,T
D00765,hsa1144,C,,,,,T
D00765,hsa1134,C,,,,,T
D00771,hsa3783,C,,,,,T
D00775,hsa6335,C,,,,S,T
D00775,hsa6334,C,,,,S,T
D00775,hsa11280,C,,,,,T
D00775,hsa6326,C,,,,S,T
D00775,hsa6323,C,,,,S,T
D00809,hsa6530,C,,K,K,,T
D00809,hsa6532,C,,K,K,,T
D00812,hsa6530,C,,K,K,,T
D00816,hsa6530,C,D,K,K,,T
D00816,hsa6532,C,,K,K,,T
D00823,hsa6532,C,D,K,K,,T
D01111,hsa6833,C,D,K,K,S,T
D01111,hsa3767,C,,K,K,S,T
D01243,hsa11280,C,,K,K,,T
D01243,hsa6332,C,,,,,T
D01253,hsa2558,C,D,K,K,,T
D01253,hsa2557,C,D,K,K,,T
D01253,hsa2556,C,D,K,K,,T
D01253,hsa2555,C,D,K,K,,T
D01253,hsa2562,C,D,K,K,,T
D01253,hsa2563,C,D,K,K,,T
D01253,hsa2560,C,D,K,K,,T
D01253,hsa2561,C,D,K,K,,T
D01253,hsa2566,C,D,K,K,,T
D01253,hsa2567,C,D,K,K,,T
D01253,hsa2564,C,D,K,K,,T
D01253,hsa2559,C,D,K,K,,T
D01253,hsa55879,C,D,K,K,,T
D01768,hsa6326,C,,K,K,,T
D01768,hsa6335,C,,K,K,,T
D01768,hsa6334,C,,K,K,,T
D01768,hsa11280,C,,K,K,,T
D01768,hsa6332,C,,,,,T
D01768,hsa6331,C,,K,K,,T
D01768,hsa6323,C,,K,K,,T
D01768,hsa6328,C,,K,K,,T
D01768,hsa6329,C,,K,K,,T
D02087,hsa6336,C,,,,,T
D02087,hsa11280,C,,,,,T
D02087,hsa6332,C,,,,,T
D02088,hsa6336,C,,K,K,,T
D02088,hsa11280,C,,K,K,,T
D02088,hsa6332,C,,,,,T
D02098,hsa11280,C,,K,K,,T
D02098,hsa6332,C,,,,,T
D02207,hsa1140,C,,,,,T
D02207,hsa1145,C,,,,,T
D02207,hsa1144,C,,,,,T
D02272,hsa6336,C,,K,K,,T
D02272,hsa11280,C,,K,K,,T
D02272,hsa6332,C,,,,,T
D02347,hsa6263,C,,,,,T
D03180,hsa2558,C,D,K,K,,T
D03180,hsa2557,C,D,K,K,,T
D03180,hsa2556,C,D,K,K,,T
D03180,hsa2555,C,D,K,K,,T
D03180,hsa2562,C,D,K,K,,T
D03180,hsa2563,C,D,K,K,,T
D03180,hsa2560,C,D,K,K,,T
D03180,hsa2561,C,D,K,K,,T
D03180,hsa2566,C,D,K,K,,T
D03180,hsa2567,C,D,K,K,,T
D03180,hsa2564,C,D,K,K,,T
D03180,hsa2559,C,D,K,K,,T
D03180,hsa55879,C,D,K,K,,T
D03365,hsa1137,C,D,K,K,S,T
D03742,hsa2903,C,,K,K,,T
D03991,hsa6336,C,,K,K,,T
D03991,hsa11280,C,,K,K,,T
D03991,hsa6332,C,,,,,T
D04985,hsa2558,C,,,,,T
D04985,hsa2557,C,,,,,T
D04985,hsa2556,C,,,,,T
D04985,hsa2555,C,,,,,T
D04985,hsa2562,C,,,,,T
D04985,hsa2563,C,,,,,T
D04985,hsa2560,C,,,,,T
D04985,hsa2561,C,,,,,T
D04985,hsa2566,C,,,,,T
D04985,hsa2567,C,,,,,T
D04985,hsa2564,C,,,,,T
D04985,hsa2559,C,,,,,T
D04985,hsa55879,C,,,,,T
D05077,hsa6326,C,,,,,T
D05077,hsa6336,C,,,,,T
D05077,hsa6335,C,,,,,T
D05077,hsa6334,C,,,,,T
D05077,hsa11280,C,,,,,T
D05077,hsa6332,C,,,,,T
D05077,hsa6323,C,,,,,T
D05077,hsa6328,C,,,,,T
D05077,hsa6329,C,,,,,T
D06106,hsa2558,C,,K,K,,T
D06106,hsa2557,C,,K,K,,T
D06106,hsa2556,C,,K,K,,T
D06106,hsa2555,C,,K,K,,T
D06106,hsa2562,C,,K,K,,T
D06106,hsa2563,C,,K,K,,T
D06106,hsa2560,C,,K,K,,T
D06106,hsa2561,C,,K,K,,T
D06106,hsa2566,C,,K,K,,T
D06106,hsa2567,C,,K,K,,T
D06106,hsa2564,C,,K,K,,T
D06106,hsa2559,C,,K,K,,T
D06106,hsa55879,C,,K,K,,T
D06172,hsa6326,C,,K,K,,T
D06172,hsa6336,C,,K,K,,T
D06172,hsa6335,C,,K,K,,T
D06172,hsa6334,C,,K,K,,T
D06172,hsa11280,C,,K,K,,T
D06172,hsa6332,C,,,,,T
D06172,hsa6323,C,,K,K,,T
D06172,hsa6328,C,,K,K,,T
D06172,hsa6329,C,,K,K,,T
D00228,hsa2562,,D,,,,T
D00228,hsa2563,,D,,,,T
D00228,hsa2560,,D,,,,T
D00228,hsa2566,,D,,,,T
D00228,hsa2554,,D,,,,T
D00234,hsa3756,,D,,,,T
D00252,hsa1141,,D,,,,T
D00252,hsa1137,,D,,,,T
D00274,hsa3359,,D,K,K,S,T
D00303,hsa3752,,D,,,,T
D00303,hsa3751,,D,,,,T
D00303,hsa3757,,D,,,S,T
D00319,hsa781,,D,,,,T
D00319,hsa9254,,D,,,,T
D00319,hsa783,,D,,,,T
D00319,hsa8912,,D,,,,T
D00326,hsa3757,,D,,,S,T
D00326,hsa1136,,D,,,,T
D00326,hsa1135,,D,,,,T
D00329,hsa2570,,D,,,,T
D00332,hsa2902,,D,,,,T
D00332,hsa2903,,D,,,,T
D00332,hsa2904,,D,,,,T
D00332,hsa2905,,D,,,,T
D00332,hsa2906,,D,,,,T
D00332,hsa116444,,D,,,,T
D00336,hsa3762,,D,,,S,T
D00336,hsa10060,,D,,,S,T
D00336,hsa3764,,D,,,,T
D00338,hsa2569,,D,,,,T
D00338,hsa2570,,D,,,,T
D00349,hsa9254,,D,,,,T
D00354,hsa2554,,D,,,,T
D00354,hsa2562,,D,,,,T
D00354,hsa2563,,D,,,,T
D00354,hsa2560,,D,,,,T
D00354,hsa2558,,D,,,,T
D00354,hsa2566,,D,,,,T
D00364,hsa3757,,D,,,S,T
D00373,hsa3757,,D,,,S,T
D00437,hsa3736,,D,,,,T
D00438,hsa782,,D,,,,T
D00438,hsa785,,D,,,,T
D00438,hsa784,,D,,,,T
D00464,hsa2569,,D,,,,T
D00464,hsa2570,,D,,,,T
D00474,hsa1139,,D,,,,T
D00474,hsa1137,,D,,,,T
D00474,hsa2898,,D,,,,T
D00474,hsa2891,,D,,,,T
D00477,hsa3757,,D,,,,T
D00499,hsa1139,,D,,,,T
D00499,hsa2902,,D,,,,T
D00499,hsa2903,,D,,,,T
D00499,hsa2904,,D,,,,T
D00499,hsa2898,,D,,,,T
D00499,hsa2906,,D,,,,T
D00499,hsa2891,,D,,,,T
D00499,hsa116444,,D,,,,T
D00537,hsa2559,,D,K,K,,T
D00537,hsa2567,,D,K,K,,T
D00537,hsa55879,,D,K,K,,T
D00542,hsa3763,,D,,,S,T
D00542,hsa116444,,D,,,,T
D00543,hsa3783,,D,,,,T
D00545,hsa1141,,D,,,,T
D00545,hsa1137,,D,,,,T
D00549,hsa6329,,D,,,,T
D00550,hsa2570,,D,,,,T
D00560,hsa3757,,D,,,S,T
D00563,hsa6530,,D,,,,T
D00563,hsa6532,,D,,,,T
D00611,hsa1141,,D,K,K,,T
D00615,hsa781,,D,,,,T
D00615,hsa783,,D,,,,T
D00615,hsa774,,D,,,,T
D00615,hsa55799,,D,,,,T
D00616,hsa786,,D,,,,T
D00617,hsa781,,D,,,,T
D00617,hsa783,,D,,,,T
D00619,hsa8913,,D,,,,T
D00619,hsa773,,D,,,,T
D00619,hsa785,,D,,,,T
D00619,hsa6532,,D,,,,T
D00631,hsa3784,,D,K,K,,T
D00631,hsa3757,,D,K,K,,T
D00633,hsa6530,,D,,,,T
D00633,hsa6532,,D,,,,T
D00636,hsa9254,,D,,,,T
D00636,hsa8912,,D,,,,T
D00638,hsa3757,,D,,,,T
D00640,hsa3757,,D,,,,T
D00642,hsa3775,,D,,,,T
D00642,hsa3757,,D,,,,T
D00647,hsa3768,,D,,,S,T
D00711,hsa6530,,D,,,,T
D00732,hsa57053,,D,,,,T
D00732,hsa116443,,D,,,,T
D00732,hsa6531,,D,,,,T
D00732,hsa3359,,D,,,,T
D00765,hsa3359,,D,,,,T
D00798,hsa3757,,D,,,,T
D00809,hsa3785,,D,,,,T
D00809,hsa3786,,D,,,,T
D00823,hsa3757,,D,,,,T
D00823,hsa1136,,D,,,,T
D00823,hsa1135,,D,,,,T
D01071,hsa1139,,D,,,,T
D01071,hsa2557,,D,K,K,,T
D01071,hsa2898,,D,,,,T
D01071,hsa2555,,D,K,K,,T
D01071,hsa2559,,D,K,K,,T
D01071,hsa2558,,D,K,K,,T
D01071,hsa2891,,D,,,,T
D01071,hsa1137,,D,,,,T
D01071,hsa2556,,D,K,K,,T
D01108,hsa779,,D,,,,T
D01108,hsa783,,D,,,,T
D01108,hsa782,,D,,,,T
D01253,hsa6529,,D,,,,T
D01599,hsa6833,,D,K,K,S,T
D01603,hsa3758,,D,K,K,,T
D01854,hsa6833,,D,K,K,,T
D02173,hsa1141,,D,,,,T
D02173,hsa1140,,D,,,,T
D02173,hsa1145,,D,,,,T
D02173,hsa1144,,D,,,,T
D02207,hsa3359,,D,,,,T
D02253,hsa1139,,D,,,,T
D02253,hsa2902,,D,,,,T
D02253,hsa2903,,D,,,,T
D02253,hsa2904,,D,,,,T
D02253,hsa2898,,D,,,,T
D02253,hsa2906,,D,,,,T
D02253,hsa2562,,D,K,K,,T
D02253,hsa2563,,D,K,K,,T
D02253,hsa2560,,D,K,K,,T
D02253,hsa2561,,D,K,K,,T
D02253,hsa2566,,D,K,K,,T
D02253,hsa2564,,D,K,K,,T
D02253,hsa2891,,D,,,,T
D02253,hsa116444,,D,,,,T
D02253,hsa1137,,D,,,,T
D02261,hsa3783,,D,,,,T
D02262,hsa3783,,D,,,,T
D02272,hsa3775,,D,,,,T
D02272,hsa3757,,D,,,,T
D02356,hsa6532,,D,,,,T
D02360,hsa6531,,D,,,S,T
D02362,hsa6530,,D,,,S,T
D02914,hsa781,,D,,,,T
D02914,hsa783,,D,,,,T
D02914,hsa774,,D,,,,T
D02914,hsa55799,,D,,,,T
D03180,hsa1139,,D,,,,T
D03180,hsa2891,,D,,,,T
D03180,hsa2898,,D,,,,T
D03180,hsa1137,,D,,,,T
D03365,hsa1138,,D,K,K,,T
D03365,hsa1139,,D,K,K,,T
D03742,hsa1141,,D,,,,T
D03742,hsa1139,,D,,,,T
D03742,hsa6530,,D,,,,T
D03742,hsa1136,,D,,,S,T
D03742,hsa1137,,D,,,,T
D03830,hsa786,,D,,,,T
D04999,hsa6532,,D,,,S,T
D05156,hsa1141,,D,K,K,,T
D05458,hsa6532,,D,K,K,S,T
D06106,hsa3767,,D,,,,T
D06106,hsa3764,,D,,,,T
D00110,hsa3757,,,K,K,,T
D00110,hsa6326,,,K,K,,T
D00110,hsa6334,,,K,K,,T
D00110,hsa6323,,,K,K,,T
D00110,hsa6328,,,K,K,,T
D00110,hsa6329,,,K,K,,T
D00110,hsa6335,,,K,K,,T
D00283,hsa200909,,,K,K,,T
D00283,hsa170572,,,K,K,,T
D00332,hsa6529,,,K,K,,T
D00418,hsa6833,,,K,K,,T
D00456,hsa285242,,,K,K,,T
D00456,hsa200909,,,K,K,,T
D00456,hsa9177,,,K,K,,T
D00456,hsa170572,,,K,K,,T
D00495,hsa778,,,K,K,,T
D00495,hsa779,,,K,K,,T
D00495,hsa775,,,K,K,,T
D00495,hsa776,,,K,K,,T
D00537,hsa775,,,K,K,,T
D00537,hsa776,,,K,K,,T
D00537,hsa778,,,K,K,,T
D00537,hsa779,,,K,K,,T
D00537,hsa6336,,,K,K,,T
D00537,hsa6335,,,K,K,,T
D00537,hsa6334,,,K,K,,T
D00537,hsa2900,,,K,K,,T
D00537,hsa2901,,,K,K,,T
D00537,hsa6326,,,K,K,,T
D00537,hsa11280,,,K,K,,T
D00537,hsa6328,,,K,K,,T
D00552,hsa6326,,,K,K,,T
D00552,hsa6335,,,K,K,,T
D00552,hsa6334,,,K,K,,T
D00552,hsa11280,,,K,K,,T
D00552,hsa6331,,,K,K,,T
D00552,hsa6323,,,K,K,,T
D00563,hsa285242,,,K,K,,T
D00563,hsa200909,,,K,K,,T
D00563,hsa9177,,,K,K,,T
D00563,hsa170572,,,K,K,,T
D00611,hsa1140,,,K,K,,T
D00611,hsa1145,,,K,K,,T
D00611,hsa1144,,,K,K,,T
D00631,hsa3762,,,K,K,,T
D00631,hsa3760,,,K,K,,T
D00631,hsa3767,,,K,K,,T
D00631,hsa3764,,,K,K,,T
D00631,hsa3768,,,K,K,,T
D00631,hsa3741,,,K,K,,T
D00631,hsa3752,,,K,K,,T
D00636,hsa3762,,,K,K,,T
D00636,hsa3760,,,K,K,,T
D00636,hsa3767,,,K,K,,T
D00636,hsa3784,,,K,K,,T
D00636,hsa3764,,,K,K,,T
D00636,hsa3752,,,K,K,,T
D00636,hsa3768,,,K,K,,T
D00636,hsa6336,,,K,K,,T
D00636,hsa6335,,,K,K,,T
D00636,hsa6334,,,K,K,,T
D00636,hsa11280,,,K,K,,T
D00636,hsa6331,,,K,K,,T
D00636,hsa6323,,,K,K,,T
D00636,hsa6326,,,K,K,,T
D00636,hsa6328,,,K,K,,T
D00636,hsa6329,,,K,K,,T
D00638,hsa6336,,,K,K,,T
D00638,hsa11280,,,K,K,,T
D00733,hsa6326,,,K,K,,T
D00733,hsa6335,,,K,K,,T
D00733,hsa6334,,,K,K,,T
D00733,hsa11280,,,K,K,,T
D00733,hsa6323,,,K,K,,T
D00733,hsa6328,,,K,K,,T
D00733,hsa6329,,,K,K,,T
D00739,hsa11280,,,K,K,,T
D00759,hsa1138,,,K,K,,T
D00759,hsa1139,,,K,K,,T
D00759,hsa1141,,,K,K,,T
D00759,hsa1136,,,K,K,,T
D00759,hsa1137,,,K,K,,T
D00759,hsa55584,,,K,K,,T
D00759,hsa8973,,,K,K,,T
D00759,hsa57053,,,K,K,,T
D00760,hsa1138,,,K,K,,T
D00760,hsa1139,,,K,K,,T
D00760,hsa1141,,,K,K,,T
D00760,hsa1136,,,K,K,,T
D00760,hsa1137,,,K,K,,T
D00760,hsa55584,,,K,K,,T
D00760,hsa8973,,,K,K,,T
D00760,hsa57053,,,K,K,,T
D00765,hsa1138,,,K,K,,T
D00765,hsa1139,,,K,K,,T
D00765,hsa1141,,,K,K,,T
D00765,hsa1136,,,K,K,,T
D00765,hsa1137,,,K,K,,T
D00765,hsa55584,,,K,K,,T
D00765,hsa8973,,,K,K,,T
D00765,hsa57053,,,K,K,,T
D00775,hsa2902,,,K,K,,T
D00775,hsa2903,,,K,K,,T
D00775,hsa2904,,,K,K,,T
D00775,hsa2905,,,K,K,,T
D00775,hsa2906,,,K,K,,T
D00775,hsa2898,,,K,K,,T
D00812,hsa6532,,,K,K,,T
D01071,hsa2562,,,K,K,,T
D01071,hsa2563,,,K,K,,T
D01071,hsa2561,,,K,K,,T
D01071,hsa2566,,,K,K,,T
D01071,hsa2567,,,K,K,,T
